"Id" "Survey" "Country" "Aa" "Ab" "Ac" "Ad" "Ae" "Af" "ST01" "SU02" "D03" "ST04" "SU05" "D06" "D07" "SU08" "ST09" "SU10" "D11" "ST12" "SU13" "D14" "D15" "SU16" "ST17" "SU18" "D19" "ST20" "SU21" "D22" "D23" "SU24" "ST25" "SU26" "D27" "ST28" "SU29" "D30" "D31" "SU32" "Ca" "Cb" "Cc" "Cd" "Ce" "Cf" "Cg" "Ch" "Da" "Db" "Dc" "Dd" "De" "Df" "Dg" "Dh" "Di" "Dj" "Age" "Gender" "Years" "Courses" "Hours" "Degree" "Lar" "Lat" "d_sm" "d_ri" "d_ue" "su_lp" "su_um" "su_sb" "st_os" "st_tm" "Deep" "Surf" "Stra" "Deep_adj" "Surf_adj" "Stra_adj" "Su_Ti" "D_Su" "StatConf" "Value" "Interest" "MathConf" "Affect" "Attitude" "FSVdeep" "FSVstra" "FSVsurf" "FSOdeep" "FSOstra" "FSOsurf" "Points" "Fails"
"106" 22 2014 6 4 3 2 2 1 2 4 4 3 2 4 1 2 4 2 3 4 1 3 4 2 3 2 4 2 1 2 3 2 4 3 4 2 1 2 4 3 4 3 5 3 4 4 4 4 3 1 3 2 4 1 1 2 4 2 2 22 1 1 3 14 1 8 6 11 13 8 15 11 15 11 5 32 41 16 2.66666674613953 3.41666674613953 2 14 16 2 5 3 6 6 22 -1.53380608558655 -1.43591237068176 0.514603495597839 -1.68610775470734 -1.52519857883453 0.680152893066406 0 3
"107" 225 2014 6 3 1 1 1 1 1 4 4 5 3 2 3 4 1 4 2 5 4 1 5 3 2 3 4 4 4 3 4 4 4 5 4 4 2 2 4 5 5 3 5 5 4 5 3 5 3 3 4 3 4 3 2 3 2 4 4 21 1 2 6 24 1 5 3 18 17 15 14 8 12 16 13 50 34 29 4.16666650772095 2.83333325386047 3.625 15 18 5 8 6 8 5 32 0.902213931083679 0.380752146244049 0.154852494597435 0.908434748649597 0.422868311405182 0.057897102087736 26 0
"108" 244 2014 6 2 1 1 1 1 1 5 5 5 4 4 4 4 1 5 4 5 5 3 4 3 3 5 3 5 4 2 3 4 4 1 5 5 4 2 3 3 5 1 1 1 1 1 4 1 1 5 5 5 5 5 5 5 5 5 5 20 2 2 3 16 2 4 3 20 14 14 17 11 13 16 17 48 41 33 4 3.41666674613953 4.125 4 7 10 10 10 10 10 50 0.759648740291595 1.42297160625458 1.53418862819672 0.684523940086365 1.43663489818573 1.44583451747894 28 0
"109" 220 2014 6 3 1 2 1 1 1 4 1 5 4 2 5 5 1 5 1 4 4 1 4 4 2 4 1 4 5 1 3 4 2 5 2 4 4 1 2 4 4 2 5 4 4 4 3 4 2 4 5 5 5 5 4 4 5 5 5 22 1 2 4 20 2 6 3 17 14 17 5 5 9 18 17 48 19 35 4 1.58333337306976 4.375 12 16 8 10 10 10 9 47 0.434268116950989 1.57784628868103 -1.25540435314178 0.704873383045197 1.61502182483673 -1.30046463012695 31 0
"110" 334 2014 6 3 2 3 1 1 1 3 5 5 4 5 4 5 2 2 2 5 3 3 4 4 2 3 4 5 2 2 3 5 2 2 3 5 2 2 5 5 3 1 5 4 5 4 3 4 3 4 4 4 5 4 2 3 2 4 4 20 2 NA NA 8 2 7 4 20 17 18 14 12 9 10 11 55 35 21 4.58333349227905 2.91666674613953 2.625 13 16 6 8 8 9 5 36 1.40965330600739 -0.437272220849991 0.15895214676857 1.35374772548675 -0.368152767419815 0.033298533409834 27 0
"111" 248 2014 6 3 1 2 1 1 1 4 2 4 4 3 2 4 2 5 2 4 3 3 4 2 4 4 2 4 3 2 2 4 4 5 5 5 4 2 4 5 5 3 5 5 5 3 3 4 4 4 5 5 5 5 1 3 1 2 5 20 2 2 4 12 2 6 3 17 14 13 11 10 15 18 14 44 36 32 3.66666674613953 3 4 15 17 5 10 10 7 4 36 -0.141058653593063 1.20511150360107 0.80609792470932 -0.148324966430664 1.18666648864746 0.792997539043427 25 1
"112" 335 2014 6 4 3 4 3 4 3 4 5 4 3 2 3 4 2 3 1 3 1 5 5 2 2 2 3 4 3 1 4 2 2 4 5 3 2 4 5 5 3 4 4 3 4 4 2 3 5 2 5 4 3 2 2 3 2 3 3 24 1 NA NA 22 1 11 10 14 18 12 14 12 9 13 9 44 35 22 3.66666674613953 2.91666674613953 2.75 17 12 4 8 6 6 5 29 -0.165072441101074 -0.612745463848114 -0.576869189739227 -0.15644097328186 -0.611686170101166 -0.546550214290619 23 0
"113" 336 2014 6 1 1 1 1 1 1 4 2 5 5 1 3 5 2 4 4 4 2 3 5 4 2 3 2 4 1 3 2 3 2 2 5 4 1 2 4 3 4 2 5 5 4 5 2 4 4 2 5 4 5 4 2 3 2 4 4 20 2 NA NA 10 1 3 3 17 16 13 13 9 10 13 9 46 32 22 3.83333325386047 2.66666674613953 2.75 15 16 4 9 8 9 5 35 0.451408982276917 -0.48802375793457 -0.182281732559204 0.441714644432068 -0.489408880472183 -0.228854432702065 21 2
"114" 120 2014 6 4 3 2 2 1 2 2 3 4 2 2 3 2 4 1 2 3 1 4 3 4 4 2 4 2 1 1 2 2 3 1 4 2 1 1 2 2 4 2 4 3 3 3 3 4 4 4 4 5 4 4 4 5 4 3 3 19 2 2 4 4 1 8 6 11 9 11 13 8 15 6 5 31 36 11 2.58333325386047 3 1.375 12 14 8 7 9 7 9 40 -1.81865775585175 -1.92504715919495 -0.155094027519226 -1.90884935855866 -2.01908898353577 0.028878148645163 27 0
"115" 193 2014 6 3 2 2 1 1 1 4 3 4 2 4 3 4 3 2 2 4 2 2 3 2 2 3 2 4 2 2 4 3 4 1 3 4 2 2 3 4 4 3 5 4 3 3 4 4 3 2 4 4 5 3 2 3 3 4 5 21 2 2 4 18 2 6 4 16 14 12 10 10 13 10 8 42 33 18 3.5 2.75 2.25 12 17 4 9 7 9 6 35 -0.14538049697876 -0.735734820365906 0.191617131233215 -0.226867720484734 -0.744506120681763 0.216397941112518 28 0
"116" 337 2014 6 2 1 1 2 1 1 3 3 3 4 4 2 2 2 4 3 4 4 2 4 2 3 4 4 4 2 2 2 4 3 4 5 4 4 1 3 3 5 5 5 5 5 5 3 3 4 3 3 2 5 3 2 1 5 5 3 21 2 NA NA 0 1 5 3 15 11 11 15 9 13 15 14 37 37 29 3.08333325386047 3.08333325386047 3.625 19 16 5 6 5 10 6 32 -1.14965951442719 0.909067511558533 0.525749921798706 -1.13037180900574 0.843279480934143 0.655409395694733 23 0
"117" 338 2014 6 2 1 2 1 1 1 5 1 5 4 4 4 5 2 3 1 5 3 2 4 4 3 3 1 2 4 2 4 4 2 5 5 4 3 2 5 5 5 2 5 3 3 4 4 4 5 2 4 4 3 2 1 1 2 3 4 22 2 NA NA 6 1 5 3 16 18 17 8 10 12 16 14 51 30 30 4.25 2.5 3.75 14 16 3 8 6 6 3 26 0.922596573829651 0.612209737300873 -0.415398687124252 1.00805592536926 0.667153477668762 -0.499929457902908 21 0
"118" 216 2014 6 4 2 2 1 2 2 4 1 5 4 4 2 2 2 4 2 5 4 1 2 2 2 4 1 4 2 2 1 4 2 5 5 5 5 1 2 4 5 2 5 4 5 5 2 4 4 2 4 1 4 1 1 1 1 1 4 25 2 2 4 22 1 7 6 19 7 12 9 8 11 17 15 38 28 32 3.16666674613953 2.33333325386047 4 16 15 3 8 2 5 2 20 -0.819520711898804 1.50559103488922 -0.127310588955879 -0.642178475856781 1.46823465824127 -0.018163736909628 25 0
"119" 339 2014 6 2 1 2 2 1 2 4 2 4 4 5 3 4 2 2 1 4 4 2 4 2 4 3 1 2 2 4 3 2 4 4 5 2 2 3 3 4 3 2 4 3 2 5 4 5 3 2 4 3 2 3 1 3 2 2 5 21 2 NA NA 8 1 6 4 12 14 11 9 14 13 13 12 37 36 25 3.08333325386047 3 3.125 12 16 3 9 6 4 5 27 -0.688938677310944 0.05995150282979 0.434428840875626 -0.730954647064209 0.008312477730215 0.491256564855576 11 3
"120" 340 2014 6 2 1 1 2 2 1 4 4 4 4 2 4 4 3 2 2 4 4 2 5 4 3 2 2 5 2 4 4 4 2 4 4 4 4 3 4 4 5 4 5 4 3 4 2 4 4 3 4 4 4 4 2 3 2 2 4 22 2 NA NA 14 1 5 4 17 17 16 12 11 13 12 14 50 36 26 4.16666650772095 3 3.25 15 15 5 8 8 6 5 32 0.56365829706192 0.34280651807785 -0.201302871108055 0.597150921821594 0.391889035701752 -0.246394246816635 19 0
"121" 2 2014 6 1 2 2 2 2 2 2 4 3 2 5 2 1 2 4 4 3 1 4 2 2 4 4 4 4 1 4 2 2 4 2 5 2 1 3 2 2 5 5 3 4 5 5 2 2 5 3 4 5 3 5 1 4 1 2 5 25 2 2 4 12 2 5 6 12 7 8 17 16 15 12 5 27 48 17 2.25 4 2.125 20 11 4 9 10 5 5 33 -2.2478449344635 -0.913963556289673 1.80030798912048 -2.49775552749634 -1.0668431520462 2.05473780632019 24 0
"122" 341 2014 6 4 1 3 2 1 1 4 4 5 3 2 3 4 2 3 2 3 2 3 4 3 2 3 4 3 2 4 2 2 4 4 4 4 2 3 3 4 5 4 4 3 2 5 3 3 3 4 4 4 4 4 3 4 4 4 4 20 2 NA NA 16 1 9 3 15 13 12 14 12 13 14 9 40 39 23 3.33333325386047 3.25 2.875 14 13 7 8 8 8 8 39 -0.292587518692017 -0.311364114284515 0.546007990837097 -0.380406498908997 -0.339759707450867 0.570334374904633 28 0
"123" 342 2014 6 3 2 2 2 1 1 2 5 2 1 4 3 3 3 1 4 4 2 4 3 4 3 2 3 3 2 2 2 2 3 1 5 3 1 3 4 4 3 3 2 2 2 3 3 2 1 3 3 4 3 4 2 4 3 2 5 24 1 NA NA 16 1 7 4 12 12 13 17 13 12 6 6 37 42 12 3.08333325386047 3.5 1.5 9 9 5 8 8 5 7 33 -1.34393060207367 -1.72623109817505 0.345598936080933 -1.49453663825989 -1.79638195037842 0.492969483137131 21 0
"124" 91 2014 6 2 2 1 1 1 1 3 4 3 3 4 3 3 4 4 3 3 2 3 3 2 4 3 2 3 1 3 2 2 4 2 4 3 2 3 3 3 4 4 4 3 4 5 2 3 4 3 3 4 4 4 2 3 2 2 3 20 2 2 2 4 1 4 4 12 11 10 13 13 16 12 8 33 42 20 2.75 3.5 2.5 17 12 5 6 8 6 5 30 -1.45936834812164 -0.489408224821091 1.01634836196899 -1.60921812057495 -0.587297260761261 1.16021156311035 24 0
"125" 343 2014 6 2 2 3 1 1 2 4 1 4 3 4 4 4 4 4 2 2 4 5 3 2 4 3 4 4 2 3 3 4 5 4 5 2 2 4 4 3 5 3 3 4 5 3 2 4 4 4 4 4 4 4 2 4 5 3 3 21 1 NA NA 0 2 6 5 12 14 13 12 16 18 15 11 39 46 26 3.25 3.83333325386047 3.25 15 13 6 7 8 7 9 37 -0.821843981742859 0.148810431361198 1.52546977996826 -1.00605940818787 0.08190018683672 1.5856294631958 24 0
"126" 344 2014 6 3 1 3 1 1 1 5 3 5 4 4 4 3 3 4 2 4 3 2 4 3 2 3 3 4 4 3 4 2 3 2 5 3 1 2 4 5 5 5 5 4 4 4 2 4 4 1 2 1 2 2 1 1 1 1 2 26 2 NA NA 12 1 7 3 16 15 14 13 11 13 14 12 45 37 26 3.75 3.08333325386047 3.25 17 15 2 4 3 3 2 14 0.382500648498535 -0.059719204902649 0.389981031417847 0.333479434251785 -0.066051438450813 0.373903125524521 0 3
"127" 345 2014 6 4 1 1 1 1 1 4 3 5 3 2 5 5 4 2 2 5 4 2 5 4 2 3 1 4 2 2 5 4 4 1 2 5 1 1 5 5 5 4 5 5 3 4 4 5 4 3 4 4 3 4 1 3 1 3 4 28 1 NA NA 18 1 6 3 19 20 18 8 7 15 10 10 57 30 20 4.75 2.5 2.5 15 19 4 8 8 6 4 30 1.80686855316162 -0.80033940076828 -0.125713586807251 1.73849058151245 -0.708497285842896 -0.320427656173706 0 3
"128" 222 2014 6 3 2 2 1 1 1 4 2 4 3 3 5 4 3 4 1 4 4 3 4 3 3 5 1 5 4 3 4 3 4 2 4 4 3 3 3 5 5 4 5 4 4 5 3 3 3 3 4 3 1 3 1 3 2 1 4 20 2 1 5 20 1 6 4 17 15 16 8 12 15 15 14 48 35 29 4 2.91666674613953 3.625 16 15 4 8 6 2 5 25 0.486930072307587 0.718237936496735 0.652388036251068 0.451998293399811 0.735854923725128 0.598067879676819 20 0
"129" 212 2014 6 2 2 1 1 1 2 4 2 4 4 2 3 4 2 4 1 3 3 1 4 2 3 3 1 4 5 1 4 4 2 4 5 4 4 1 3 4 5 2 4 4 3 4 1 3 4 2 3 3 4 4 1 3 2 4 3 20 2 1 5 16 1 4 5 15 15 13 9 5 12 15 16 43 26 31 3.58333325386047 2.16666674613953 3.875 13 12 3 6 7 8 5 29 -0.356554090976715 1.08588910102844 -0.962910294532776 -0.175034537911415 1.08084690570831 -0.917622983455658 19 2
"130" 109 2014 6 4 1 1 1 1 1 4 1 4 3 2 4 5 1 4 1 4 5 2 5 3 1 3 1 4 4 2 5 3 1 4 2 4 4 2 4 4 4 3 5 4 4 5 5 5 4 3 5 4 3 4 3 3 5 4 5 31 1 1 3 32 1 6 3 16 19 14 5 8 7 15 16 49 20 31 4.08333349227905 1.66666662693024 3.875 16 19 6 10 8 7 8 39 0.404220461845398 1.08672857284546 -1.88662171363831 0.6913001537323 1.14370334148407 -1.89706242084503 30 0
"131" 68 2014 6 4 1 1 1 1 1 2 1 5 2 3 4 5 2 4 1 4 2 2 5 3 3 2 1 4 2 3 4 3 2 3 2 5 2 2 4 5 3 3 5 4 4 3 4 5 4 2 5 5 5 5 1 3 2 3 5 20 2 1 6 10 1 6 3 18 18 15 5 10 10 11 8 51 25 19 4.25 2.08333325386047 2.375 14 18 3 10 10 8 5 36 0.846103668212891 -0.542672216892242 -0.985288023948669 0.91065514087677 -0.477842748165131 -1.06805074214935 22 0
"132" 259 2014 6 3 2 3 2 1 1 4 1 4 4 4 3 4 3 4 1 4 3 2 5 3 4 3 1 5 1 3 3 2 4 3 5 3 2 2 3 2 4 2 4 3 2 4 1 3 3 2 4 2 4 2 2 2 5 2 4 22 2 1 3 18 1 8 4 16 15 10 8 11 15 14 10 41 34 24 3.41666674613953 2.83333325386047 3 11 11 4 8 4 6 7 29 -0.212428197264671 -0.012040444649756 0.562533736228943 -0.275059551000595 -0.040425825864077 0.573591411113739 16 0
"133" 231 2014 6 5 1 2 1 1 2 4 2 4 4 4 2 3 2 4 3 2 2 4 4 2 4 4 2 4 3 4 4 2 4 4 4 2 2 4 4 4 4 2 4 3 4 4 2 3 4 2 2 2 1 2 2 2 2 2 4 22 2 1 4 8 1 8 4 12 15 10 11 16 14 16 11 37 41 27 3.08333325386047 3.41666674613953 3.375 14 12 4 6 4 3 4 21 -0.968520104885101 0.229281306266785 0.942095577716827 -1.08010363578796 0.154554188251495 1.0338180065155 16 0
"134" 176 2014 6 4 2 2 2 2 2 3 4 4 2 4 3 4 4 2 2 3 4 4 4 4 3 3 2 3 3 2 3 3 4 3 3 3 2 3 4 4 5 3 4 4 4 5 3 4 5 2 3 4 3 3 2 3 4 3 4 21 1 1 3 16 1 8 6 13 15 14 11 13 16 11 11 42 40 22 3.5 3.33333325386047 2.75 17 15 4 7 7 6 7 31 -0.414600402116776 -0.438888251781464 0.549935460090637 -0.520174980163574 -0.460286796092987 0.589911639690399 19 0
"135" 229 2014 6 2 2 1 1 1 1 4 2 5 4 4 3 5 5 4 3 5 4 2 4 2 4 5 2 4 1 4 4 3 5 1 4 4 2 2 4 4 5 3 4 4 4 4 3 3 4 1 4 3 1 3 1 1 5 1 4 20 2 1 3 10 1 4 4 18 17 12 11 12 19 14 11 47 42 25 3.91666674613953 3.5 3.125 15 14 2 8 6 2 6 24 0.868828654289246 0.028300220146775 1.7191743850708 0.65558660030365 0.043655719608068 1.61132860183716 0 3
"136" 217 2014 6 3 1 1 1 1 1 5 2 4 4 2 3 2 2 4 2 4 4 4 4 4 2 5 1 2 5 2 4 4 2 5 5 4 4 2 4 5 5 1 4 4 2 4 2 4 2 4 4 5 4 5 2 3 5 4 4 22 1 1 5 12 1 5 3 14 14 16 10 10 11 19 17 44 31 36 3.66666674613953 2.58333325386047 4.5 9 14 6 8 10 8 8 40 -0.414660453796387 1.44625461101532 -0.555929839611053 -0.243713140487671 1.43008577823639 -0.501680314540863 30 0
"137" 115 2014 6 4 1 2 1 1 1 4 1 5 4 3 3 5 4 4 1 5 2 2 5 4 4 3 1 4 1 4 5 4 4 1 4 3 2 2 4 4 4 4 5 4 4 4 5 5 2 2 5 4 1 4 2 2 4 2 5 21 2 1 4 10 1 7 3 17 19 15 7 11 16 12 9 51 34 21 4.25 2.83333325386047 2.625 14 19 4 10 8 3 6 31 1.16547966003418 -0.478111088275909 0.44461327791214 1.06236147880554 -0.425152003765106 0.308118760585785 23 1
"138" 17 2014 6 3 2 2 1 1 1 2 3 5 3 4 4 5 4 3 2 4 2 2 5 4 4 4 2 4 1 2 4 4 4 5 5 4 2 3 4 4 5 4 5 3 4 5 1 5 4 2 3 4 1 3 1 3 1 1 4 21 2 1 3 10 1 6 4 17 18 16 12 11 17 14 8 51 40 22 4.25 3.33333325386047 2.75 17 14 3 7 7 2 4 23 0.996469080448151 -0.562897741794586 1.04226887226105 0.8062744140625 -0.509901702404022 0.931188464164734 19 0
"139" 84 2014 6 2 2 2 1 1 1 3 3 5 3 3 3 4 4 4 2 4 3 2 5 4 5 5 1 4 2 2 3 3 3 4 5 5 2 2 3 3 4 3 4 4 5 5 2 4 3 2 3 2 5 2 3 2 3 3 3 21 2 2 4 4 1 5 4 18 15 13 11 9 16 16 10 46 36 26 3.83333325386047 3 3.25 16 14 5 6 4 8 5 28 0.331503093242645 -0.003523390740156 0.631155431270599 0.251789122819901 0.004027280025184 0.582477867603302 18 2
"140" 99 2014 6 5 1 1 1 1 1 5 3 5 5 2 3 4 2 5 5 5 5 1 5 5 4 1 4 5 2 1 5 5 2 5 5 5 5 1 1 5 1 5 1 1 5 1 1 1 1 3 5 5 4 5 1 2 5 2 5 21 2 1 6 16 1 7 3 20 15 18 17 5 9 16 17 53 31 33 4.41666650772095 2.58333325386047 4.125 12 4 4 10 10 6 7 37 0.961162507534027 1.36493408679962 -0.43365752696991 1.09892880916596 1.43118226528168 -0.573089122772217 28 0
"141" 81 2014 6 3 1 3 2 1 1 4 2 4 2 2 3 4 2 4 2 4 2 2 4 3 2 4 1 3 2 2 2 4 2 5 5 4 4 2 3 4 5 4 4 4 2 5 2 3 4 3 4 4 1 4 1 2 2 2 3 20 2 1 4 12 1 8 3 15 13 14 10 8 11 17 10 42 29 27 3.5 2.41666674613953 3.375 15 13 4 7 8 3 4 26 -0.424677670001984 0.465384989976883 -0.511710226535797 -0.318627297878265 0.465771377086639 -0.452027380466461 21 0
"142" 21 2014 6 2 1 1 1 1 1 4 2 5 2 5 4 5 2 2 4 4 4 2 5 1 4 3 1 5 4 5 2 2 4 1 5 2 2 5 4 4 4 4 5 2 4 4 4 4 3 2 4 4 1 4 1 2 1 1 4 21 2 1 3 16 1 4 3 16 16 11 12 17 14 10 12 43 43 22 3.58333325386047 3.58333325386047 2.75 15 15 3 8 8 2 3 24 0.289117395877838 -0.172820419073105 1.41212892532349 0.121516264975071 -0.172760263085365 1.37311029434204 19 0
"143" 69 2014 6 3 1 2 1 1 1 5 1 4 4 2 4 4 1 4 1 4 4 2 4 2 2 3 1 5 4 2 2 3 2 5 4 4 4 2 4 4 5 4 4 4 4 4 3 5 5 4 4 4 2 4 1 4 2 1 4 25 2 1 4 26 1 6 3 17 14 13 7 8 10 17 16 44 25 33 3.66666674613953 2.08333325386047 4.125 17 16 5 8 8 3 6 30 -0.182998955249786 1.35639727115631 -0.812597036361694 0.030961593613029 1.35526633262634 -0.782507419586182 27 0
"144" 346 2014 6 4 2 3 2 1 1 4 3 4 4 3 4 5 3 4 2 4 2 3 4 5 2 2 1 4 2 3 4 4 2 4 5 4 2 4 5 4 2 1 5 2 2 3 3 5 3 3 3 2 3 4 2 3 4 3 2 27 2 NA NA 16 1 9 4 16 18 17 11 13 9 14 10 51 33 24 4.25 2.75 3 9 15 5 5 6 6 7 29 0.585966646671295 -0.218504846096039 -0.532834231853485 0.613216876983643 -0.186473429203033 -0.589181900024414 0 3
"145" 347 2014 6 1 1 1 1 2 1 4 4 3 5 4 4 3 4 4 3 4 4 5 4 4 3 4 4 4 5 4 3 4 4 3 4 5 4 4 3 4 4 5 4 4 4 4 2 2 5 4 4 3 4 3 2 3 3 3 3 20 2 NA NA 12 1 3 4 16 13 16 15 17 15 15 18 45 47 33 3.75 3.91666674613953 4.125 18 12 6 7 6 7 6 32 -0.148534178733826 1.32553470134735 1.42157065868378 -0.236454337835312 1.29186546802521 1.41981196403503 0 3
"146" 79 2014 6 3 2 1 1 1 1 4 4 3 2 3 2 2 5 4 5 2 3 4 2 2 5 4 2 3 3 5 1 2 5 2 5 2 4 4 2 2 5 5 4 2 5 5 1 1 5 3 4 3 2 3 2 2 3 2 4 21 1 1 4 28 1 5 4 10 7 8 16 16 20 14 12 25 52 26 2.08333325386047 4.33333349227905 3.25 20 8 5 8 6 4 5 28 -2.65370893478394 0.455726325511932 2.01681852340698 -2.83801651000977 0.297804087400436 2.26152944564819 24 0
"147" 102 2014 6 3 1 2 1 1 1 3 2 4 3 2 4 4 2 3 2 5 3 2 5 4 4 3 2 5 2 2 5 4 3 4 5 3 2 2 4 4 4 3 5 4 4 5 2 4 4 1 4 4 3 4 1 3 3 2 4 24 2 1 4 14 1 6 3 17 18 16 11 8 13 13 10 51 32 23 4.25 2.66666674613953 2.875 16 15 2 8 8 5 6 29 0.70654571056366 -0.375204592943192 -0.11217650026083 0.686732113361359 -0.328118592500687 -0.191079676151276 21 0
"148" 187 2014 6 4 1 2 1 1 1 3 3 4 2 4 3 4 2 3 2 5 4 2 4 2 4 4 1 4 2 4 3 2 2 4 4 4 1 3 4 4 5 5 5 4 3 5 2 3 5 2 3 2 4 2 2 1 3 4 1 20 2 1 4 16 1 7 3 17 15 11 10 13 13 14 9 43 36 23 3.58333325386047 3 2.875 18 14 4 4 4 8 4 24 0.017588982358575 -0.318960607051849 0.374019831418991 -0.035985969007015 -0.327938407659531 0.404554158449173 20 0
"149" 183 2014 6 4 3 4 5 4 5 3 1 5 3 4 4 4 2 3 2 4 3 2 4 2 4 2 1 4 2 2 4 4 4 1 4 4 2 1 4 5 5 5 5 3 3 4 3 5 4 2 4 4 3 4 2 3 3 2 4 21 1 1 5 18 1 13 12 17 16 15 8 9 15 9 10 48 32 19 4 2.66666674613953 2.375 16 16 4 8 8 5 6 31 0.595058619976044 -0.431148380041122 0.347274839878082 0.515524506568909 -0.405707269906998 0.27156525850296 28 0
"150" 153 2014 6 3 2 2 1 1 1 4 1 4 4 3 3 4 2 4 1 4 4 2 4 4 2 3 1 3 4 3 4 2 1 5 5 3 3 2 4 1 3 3 4 4 4 4 4 4 3 1 2 3 2 4 1 1 1 1 3 20 2 1 6 8 1 6 4 14 16 10 8 10 8 16 15 40 26 31 3.33333325386047 2.16666674613953 3.875 14 16 2 5 7 3 2 19 -0.755409598350525 0.799987137317657 -1.4607697725296 -0.515997648239136 0.774706363677979 -1.35427820682526 12 0
"151" 100 2014 6 3 4 3 2 1 1 4 3 4 1 2 2 4 3 4 2 4 2 2 5 4 3 2 1 4 2 3 2 1 2 1 5 4 1 3 4 4 3 1 4 4 3 4 2 5 2 2 3 1 2 1 2 1 5 1 2 20 2 1 4 8 1 8 6 16 15 11 11 10 11 11 6 42 32 17 3.5 2.66666674613953 2.125 10 15 4 5 2 3 6 20 -0.27535218000412 -1.10817432403564 -0.523373544216156 -0.277861386537552 -1.11994707584381 -0.486281275749207 21 0
"152" 188 2014 6 3 2 2 2 1 2 5 1 4 4 2 2 4 1 4 1 3 4 3 4 2 3 3 1 4 4 4 2 2 2 5 3 4 3 2 3 4 4 4 4 4 4 3 3 4 4 3 4 4 5 4 2 4 3 4 5 18 2 1 5 14 1 7 5 15 13 10 6 11 10 17 15 38 27 32 3.16666674613953 2.25 4 15 15 5 9 8 9 7 38 -0.883047461509705 1.16146326065063 -0.782020151615143 -0.69400429725647 1.10857927799225 -0.690638542175293 28 0
"153" 73 2014 6 3 2 2 3 1 2 4 3 4 4 2 2 4 2 4 2 4 3 2 4 3 2 3 2 4 2 4 3 4 2 5 4 3 1 3 4 4 4 2 5 5 5 5 3 4 2 3 4 4 5 3 1 4 2 4 4 21 2 3 5 16 1 8 5 15 15 13 11 11 10 16 10 43 32 26 3.58333325386047 2.66666674613953 3.25 14 17 4 8 7 9 6 34 -0.18706801533699 -0.052171975374222 -0.419431090354919 -0.136278882622719 -0.077570416033268 -0.377206206321716 31 0
"154" 65 2014 6 4 1 1 1 1 1 3 4 4 2 4 4 3 2 3 4 4 2 3 4 2 4 2 2 3 3 1 3 3 4 5 5 3 1 2 4 4 5 3 4 4 3 5 3 4 5 1 4 4 5 4 4 2 4 5 4 19 2 1 4 4 1 6 3 14 14 13 15 10 15 13 8 41 40 21 3.41666674613953 3.33333325386047 2.625 16 15 5 8 8 10 6 37 -0.437931180000305 -0.700328826904297 0.824325501918793 -0.579890608787537 -0.735567390918732 0.859283566474915 18 1
"155" 83 2014 6 4 1 2 1 1 1 4 5 5 3 4 3 5 3 3 4 5 3 1 5 3 1 4 5 4 2 2 5 4 3 2 5 5 1 5 5 2 4 4 5 3 5 5 4 4 5 3 4 4 3 4 1 2 2 3 3 21 2 1 3 18 1 7 3 19 20 12 19 12 11 13 9 51 42 22 4.25 3.5 2.75 19 16 4 7 8 6 4 29 1.29856622219086 -0.682055056095123 0.79059362411499 1.12300658226013 -0.63042426109314 0.691359281539917 25 0
"156" 166 2014 6 2 3 3 1 1 2 4 2 5 4 3 2 3 2 4 1 4 4 3 3 4 3 4 1 4 3 2 2 4 4 5 5 2 4 3 2 4 4 2 4 3 4 4 2 2 4 2 4 2 4 2 1 2 1 1 4 20 2 1 3 26 1 6 6 15 10 14 9 11 13 17 15 39 33 32 3.25 2.75 4 14 11 3 8 4 5 3 23 -0.743397176265717 1.11962628364563 0.371867030858994 -0.670952498912811 1.0782436132431 0.430931270122528 19 0
"157" 111 2014 6 2 1 2 1 1 1 3 2 4 3 4 5 4 1 4 1 4 3 2 5 4 1 2 1 4 2 2 4 4 2 4 2 5 3 2 5 5 4 4 4 3 5 5 4 5 5 4 4 5 4 4 3 4 4 4 5 21 1 1 5 10 1 5 3 17 18 18 6 10 8 13 11 53 24 24 4.41666650772095 2 3 19 16 7 9 9 8 8 41 0.830658376216888 0.192805215716362 -1.1375994682312 0.960534512996674 0.259115993976593 -1.19831931591034 21 0
"158" 135 2014 6 4 3 2 2 1 1 4 3 4 4 3 3 4 2 2 2 3 2 2 4 3 3 4 1 3 2 2 3 3 4 5 4 3 4 3 3 3 5 3 4 4 3 4 4 3 4 2 4 3 3 3 1 2 2 3 4 20 2 1 4 14 1 8 5 13 14 12 10 10 14 15 12 39 34 27 3.25 2.83333325386047 3.375 14 15 3 8 6 6 4 27 -0.650331735610962 0.407314479351044 0.291016131639481 -0.664679527282715 0.379880726337433 0.349297851324081 16 0
"159" 53 2014 6 2 1 2 3 1 1 4 5 5 4 3 4 5 5 4 1 4 2 2 4 2 5 3 5 4 4 2 2 4 5 5 1 4 5 3 4 5 5 5 5 4 5 5 3 4 4 1 5 5 4 5 1 3 2 4 5 21 2 1 3 8 1 7 3 17 15 15 12 10 20 16 15 47 42 31 3.91666674613953 3.5 3.875 19 16 2 10 10 8 5 35 0.538170278072357 0.933816850185394 1.35551154613495 0.440243154764175 0.965207695960999 1.25478303432465 7 3
